;Indice;Domanda ChatGTP;Risposta ChatGTP;Valutazione ChatGTP
899;45;Who are the contracting parties in a Hotel Accommodation Contract according to these Terms and Conditions?;The contracting parties in a Hotel Accommodation Contract are the Hotel and the guest for whom the Hotel is providing the services;G
900;45;What are the conditions for the Hotel's right to cancel a Contract on legitimate material grounds?;The Hotel has the right to cancel a Contract on legitimate material grounds, including force majeure, misleading information, unlawful purposes, or circumstances jeopardizing the smooth running, safety, or reputation of the Hotel.;G
901;45;What do these General Terms and Conditions cover regarding hotel contracts?;These General Terms and Conditions cover hotel contracts concerning the renting of hotel rooms for accommodation and services rendered for guests, as well as the renting of Hotel conference, banquet, and event rooms for various events.;G
902;45;What is the guest's obligation concerning the payment of hotel rooms and other services?;The guest's obligation concerning the payment of hotel rooms and other services is to pay either the prevailing price charged by the Hotel or the price agreed with the Hotel, if different.;G
903;45;What is the Hotel's right if a guest falls into payment arrears?;If a guest falls into payment arrears, the Hotel is entitled to charge the prevailing statutory rate of penal interest, currently the central bank base rate plus 8%, or 5% in the case of transactions involving consumers.;G
904;45;What are the conditions for the surrender and return of hotel bedrooms?;Unless expressly agreed, the guest is not granted any entitlement to specific rooms;G
905;45;How does the guest cancel a Hotel Accommodation Contract, and under what conditions is the guest entitled to cancel without charge?;The guest can cancel a Hotel Accommodation Contract, and the conditions for canceling without charge depend on whether a right of cancellation is provided, a statutory right exists, or the Hotel consents to the rescission.;G
906;45;What is the guest's liability for the cancellation of events, and how are cancellation fees determined?;The guest's liability for the cancellation of events is determined by cancellation fees, e.g., 50% for cancellations 42-83 days before the event.;G
907;45;Can guests bring their own food and drink to events, and under what circumstances?;Guests may not bring their own food and drink to events without the Hotel's consent;G
908;45;How does the Hotel handle requests for wake-up calls and the safekeeping of messages, mail, and goods?;The Hotel will take due care in complying with requests for wake-up calls and handling messages, mail, and goods.;G
